Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Quantity,Unit_Price,Cost_Price,Discount,City,State,Region,Salesperson,Payment_Mode
ORD1290,2026-04-28,C0423,Anjali Joshi,Laptop,Electronics,7.0,55000.0,45000,0,Bhubaneswar,Odisha,East,Neha,Net Banking
ORD2028,2026-06-12,C0957,Arjun Chauhan,Headphones,Electronics,1.0,3500.0,2200,20,Hyderabad,Telangana,South,Karan,Debit Card
ORD1536,2026-05-21,C0881,Priya Chauhan,Headphones,Electronics,6.0,3500.0,2200,5,Lucknow,Uttar Pradesh,North,Neha,Cash
ORD4481,2026-01-10,C0837,Shreya Chauhan,Printer,Electronics,2.0,16000.0,12500,15,Bhubaneswar,Odisha,East,Ravi,Credit Card
ORD1189,2026-02-03,C0232,Neha Patel,Monitor,Electronics,6.0,18000.0,14000,0,Delhi,Delhi,North,Karan,Debit Card
ORD4423,2026-03-15,C0352,Amit Patel,Pen Set,Stationery,7.0,250.0,140,5,Hyderabad,Telangana,South,Ravi,Net Banking
ORD4972,2026-03-25,C0415,Vikas Yadav,Laptop,Electronics,2.0,55000.0,45000,20,Gorakhpur,Uttar Pradesh,North,Ravi,Credit Card
ORD4143,2026-07-23,C0994,Priya Verma,Printer,Electronics,6.0,16000.0,12500,0,Gorakhpur,Uttar Pradesh,North,Neha,Cash
ORD1271,2026-03-10,C0792,Vikas Singh,Smartphone,Electronics,3.0,28000.0,22000,15,Bhubaneswar,Odisha,East,Ravi,UPI
ORD5326,2026-02-23,C0558,Priya Mehta,Laptop,Electronics,7.0,55000.0,45000,10,Pune,Maharashtra,West,Karan,Credit Card
ORD5111,2026-01-01,C0421,Priya Kumar,Printer,Electronics,6.0,16000.0,12500,15,Bhubaneswar,Odisha,East,Neha,Credit Card
ORD3188,2026-07-13,C0112,Priya Agarwal,Desk,Furniture,6.0,9000.0,6200,5,Lucknow,Uttar Pradesh,North,Amit,Cash
ORD4750,2026-04-05,C0829,Sneha Saxena,Laptop,Electronics,3.0,55000.0,45000,5,Bhubaneswar,Odisha,East,Sneha,Credit Card
ORD1112,2026-03-23,C0300,Anjali Saxena,Printer,Electronics,4.0,16000.0,12500,5,,Maharashtra,West,Priya,UPI
ORD3611,2026-04-29,C0100,Rahul Kumar,Laptop,Electronics,5.0,55000.0,45000,15,Mumbai,Maharashtra,West,Sneha,UPI
ORD1221,2026-05-03,C0055,Kavita Kumar,Desk,Furniture,2.0,9000.0,6200,15,,Tamil Nadu,South,Ravi,Credit Card
ORD3820,2026-07-12,C0251,Manish Mishra,Office Chair,Furniture,1.0,12000.0,8500,10,Bengaluru,Karnataka,South,Karan,Cash
ORD1628,2026-04-24,C0957,Arjun Chauhan,Printer,Electronics,4.0,16000.0,12500,0,Pune,Maharashtra,West,Ravi,Net Banking
ORD2213,2026-01-14,C0172,Meera Tiwari,Printer,Electronics,1.0,16000.0,12500,10,Delhi,Delhi,North,Neha,Cash
ORD4407,2026-08-08,C0091,Neha Joshi,Pen Set,Stationery,5.0,250.0,140,20,Chennai,Tamil Nadu,South,Amit,Cash
ORD5932,2026-07-26,C0677,Ravi Patel,Office Chair,Furniture,3.0,12000.0,8500,10,Mumbai,Maharashtra,West,Karan,Cash
ORD1791,2026-01-29,C0403,Anjali Singh,Headphones,Electronics,5.0,3500.0,2200,0,Delhi,Delhi,North,Ravi,UPI
ORD3026,2026-02-01,C0019,Rahul Gupta,Printer,Electronics,7.0,16000.0,12500,15,Pune,Maharashtra,West,Sneha,Debit Card
ORD1462,2026-02-15,C0648,Ravi Kumar,Laptop,Electronics,3.0,55000.0,45000,20,Chennai,Tamil Nadu,South,Priya,Debit Card
ORD5429,2026-02-20,C0976,Arjun Sharma,Keyboard,Electronics,7.0,1800.0,1100,5,Chennai,Tamil Nadu,South,Sneha,UPI
ORD1552,2026-07-08,C0744,Varun Mishra,Desk,Furniture,4.0,9000.0,6200,20,Lucknow,Uttar Pradesh,North,Neha,Credit Card
ORD3390,2026-08-25,C0508,Anjali Verma,Laptop,Electronics,6.0,55000.0,45000,10,Bengaluru,Karnataka,South,Neha,Cash
ORD3446,2026-07-15,C0953,Rohan Chauhan,Laptop,Electronics,6.0,55000.0,45000,5,Mumbai,Maharashtra,West,Ravi,UPI
ORD1199,2026-05-28,C0153,Aditya Gupta,Pen Set,Stationery,3.0,250.0,140,10,Ahmedabad,Gujarat,West,Karan,Debit Card
ORD3628,2026-08-18,C0143,Nisha Mishra,Office Chair,Furniture,4.0,12000.0,8500,15,Mumbai,Maharashtra,West,Priya,UPI
ORD2706,2026-03-20,C0113,Amit Verma,Office Chair,Furniture,2.0,12000.0,8500,10,Chennai,Tamil Nadu,South,Ravi,Net Banking
ORD1403,2026-06-09,C0103,Shreya Kumar,Notebook,Stationery,2.0,120.0,65,10,Delhi,Delhi,North,Ravi,Credit Card
ORD5937,2026-04-05,C0524,Meera Gupta,Office Chair,Furniture,3.0,12000.0,8500,10,Mumbai,Maharashtra,West,Karan,Net Banking
ORD5412,2026-01-02,C0364,Priya Tiwari,Monitor,Electronics,7.0,18000.0,14000,15,Kolkata,West Bengal,East,Amit,Debit Card
ORD5793,2026-08-26,C0836,Karan Agarwal,Notebook,Stationery,7.0,120.0,65,20,Lucknow,Uttar Pradesh,North,Sneha,Credit Card
ORD5989,2026-07-07,C0550,Anjali Yadav,Laptop,Electronics,6.0,55000.0,45000,10,Jaipur,Rajasthan,North,Priya,Debit Card
ORD3243,2026-05-28,C0584,Aditya Verma,Smartphone,Electronics,6.0,28000.0,22000,5,Bhubaneswar,Odisha,East,Ravi,Debit Card
ORD5920,2026-06-07,C0621,Anjali Joshi,Office Chair,Furniture,3.0,12000.0,8500,20,Bengaluru,Karnataka,South,Karan,Credit Card
ORD1651,2026-01-11,C0866,Arjun Verma, LAPTOP ,Furniture,1.0,9000.0,6200,10,Pune,Maharashtra,West,Sneha,Cash
ORD1709,2026-02-09,C0791,Amit Chauhan,Desk,Furniture,5.0,9000.0,6200,15,Gorakhpur,Uttar Pradesh,North,Ravi,Cash
ORD5588,2026-02-20,C0361,Rahul Verma,Smartphone,Electronics,6.0,28000.0,22000,15,Kolkata,West Bengal,East,Karan,Net Banking
ORD5441,2026-05-29,C0857,Varun Chauhan,Desk,Furniture,4.0,9000.0,6200,10,Bengaluru,Karnataka,South,Priya,Debit Card
ORD2913,2026-05-10,C0877,Sneha Patel,Notebook,Stationery,6.0,120.0,65,20,Lucknow,Uttar Pradesh,North,Priya,UPI
ORD4117,2026-04-29,C0834,Aditya Verma,Headphones,Electronics,2.0,3500.0,2200,5,Kolkata,West Bengal,East,Ravi,Net Banking
ORD2946,2026-02-20,C0835,Aditya Gupta,Pen Set,Stationery,1.0,250.0,140,10,Hyderabad,Telangana,South,Sneha,Credit Card
ORD1315,2026-01-19,C0292,Amit Verma,Keyboard,Electronics,5.0,1800.0,1100,5,Bengaluru,Karnataka,South,Priya,UPI
ORD3816,2026-07-01,C0841,Rahul Chauhan,Notebook,Stationery,4.0,120.0,65,5,Pune,Maharashtra,West,Ravi,Net Banking
ORD5501,2026-08-11,C0478,Neha Yadav,Desk,Furniture,1.0,9000.0,6200,0,Kolkata,West Bengal,East,Ravi,Net Banking
ORD1114,2026-06-07,C0766,Karan Agarwal,Printer,Electronics,2.0,16000.0,12500,0,Bhubaneswar,Odisha,East,Priya,Credit Card
ORD1961,2026-01-12,C0934,Simran Singh,Smartphone,Electronics,6.0,28000.0,22000,20,Pune,Maharashtra,West,Sneha,UPI
ORD3953,2026-03-29,C0644,Rohan Saxena,Keyboard,Electronics,6.0,1800.0,1100,15,Hyderabad,Telangana,South,Sneha,UPI
ORD3289,2026-08-15,C0661,Nisha Gupta,Smartphone,Electronics,2.0,28000.0,22000,5,Bengaluru,Karnataka,South,Ravi,Credit Card
ORD4829,2026-08-05,C0589,Vikas Gupta,Headphones,Electronics,7.0,3500.0,2200,5,Gorakhpur,Uttar Pradesh,North,Priya,Debit Card
ORD4372,2026-03-19,C0356,Shreya Yadav,Notebook,Stationery,2.0,120.0,65,15,Ahmedabad,Gujarat,West,Neha,Net Banking
ORD5349,2026-07-12,C0734,Meera Verma,Desk,Furniture,3.0,9000.0,6200,15,Bengaluru,Karnataka,South,Sneha,Debit Card
ORD2615,2026-04-19,C0346,Nisha Verma,Laptop,Electronics,4.0,55000.0,45000,10,Gorakhpur,Uttar Pradesh,North,Sneha,Debit Card
ORD5049,2026-07-05,C0150,Meera Yadav,Printer,Electronics,5.0,16000.0,12500,10,Pune,Maharashtra,West,Neha,Net Banking
ORD2324,2026-01-12,C0914,Rahul Mishra,Pen Set,Stationery,3.0,250.0,140,5,Bengaluru,Karnataka,South,Amit,Net Banking
ORD4465,2026-08-03,C0355,Nisha Chauhan,Headphones,Electronics,2.0,3500.0,2200,20,Delhi,Delhi,North,Neha,Credit Card
ORD5555,2026-06-22,C0321,Manish Tiwari,Laptop,Electronics,,55000.0,45000,0,Delhi,Delhi,North,Amit,Credit Card
ORD5422,2026-04-02,C0294,Simran Mishra,Laptop,Electronics,4.0,55000.0,45000,15,Delhi,Delhi,North,Amit,Net Banking
ORD2967,2026-07-04,C0761,Sneha Verma,Laptop,Electronics,-3.0,55000.0,45000,10,Jaipur,Rajasthan,North,Ravi,Cash
ORD3451,2026-03-28,C0267,Priya Sharma,Printer,Electronics,5.0,16000.0,12500,10,Delhi,Delhi,North,Amit,UPI
ORD5812,2026-02-02,C0132,Meera Mehta,Monitor,Electronics,5.0,18000.0,14000,20,Jaipur,Rajasthan,North,Amit,UPI
ORD4378,2026-06-21,C0234,Meera Sharma,Keyboard,Electronics,4.0,1800.0,1100,20,Pune,Maharashtra,West,Karan,Net Banking
ORD5217,2026-01-06,C0304,Meera Singh,Headphones,Electronics,2.0,3500.0,2200,10,Jaipur,Rajasthan,North,Karan,UPI
ORD5902,2026-06-05,C0888,Arjun Saxena,Headphones,Electronics,3.0,3500.0,2200,0,Ahmedabad,Gujarat,West,Karan,UPI
ORD3618,2026-08-13,C0816,Ravi Singh,Laptop,Electronics,1.0,55000.0,45000,15,Bhubaneswar,Odisha,East,Sneha,UPI
ORD5031,2026-03-27,C0587,Meera Mishra,Notebook,Stationery,6.0,120.0,65,20,Bengaluru,Karnataka,South,Sneha,Net Banking
ORD5388,2026-08-10,C0151,Priya Mishra,Notebook,Stationery,2.0,120.0,65,10,Mumbai,Maharashtra,West,Priya,UPI
ORD5240,2026-01-06,C0748,Varun Mehta,Laptop,Electronics,6.0,,45000,20,Lucknow,Uttar Pradesh,North,Sneha,Net Banking
ORD5401,2026-03-13,C0560,Neha Mishra,Keyboard,Electronics,6.0,1800.0,1100,10,Mumbai,Maharashtra,West,Amit,Cash
ORD5931,2026-06-12,C0105,Neha Agarwal,Pen Set,Stationery,7.0,250.0,140,20,Lucknow,Uttar Pradesh,North,Neha,Credit Card
ORD3288,2026-03-30,C0972,Amit Agarwal,Printer,Electronics,1.0,16000.0,12500,10,Delhi,Delhi,North,Ravi,Cash
ORD4022,2026-04-16,C0513,Pooja Singh,Headphones,Electronics,3.0,3500.0,2200,5,Gorakhpur,Uttar Pradesh,North,Karan,Net Banking
ORD1790,2026-06-23,C0009,Rohan Yadav,Headphones,Electronics,4.0,3500.0,2200,10,Gorakhpur,Uttar Pradesh,North,Neha,Credit Card
ORD5349,2026-07-12,C0734,Meera Verma,Desk,Furniture,3.0,9000.0,6200,15,Bengaluru,Karnataka,South,Sneha,Debit Card
ORD2871,2026-07-11,C0244,Anjali Mishra,Printer,Electronics,5.0,16000.0,12500,15,Jaipur,Rajasthan,North,Priya,Debit Card
ORD3092,2026-02-16,C0040,Karan Yadav,Keyboard,Electronics,7.0,1800.0,1100,15,Pune,Maharashtra,West,Karan,UPI
ORD1872,2026-07-14,C0625,Shreya Verma,Printer,Electronics,5.0,16000.0,12500,5,Pune,Maharashtra,West,Priya,Credit Card
ORD2739,2026-07-02,C0976,Arjun Sharma,Laptop ,Electronics,6.0,16000.0,12500,15,,Telangana,South,Ravi,Credit Card
ORD2361,2026-04-06,C0040,Karan Yadav,Laptop,Electronics,2.0,55000.0,45000,0,Gorakhpur,Uttar Pradesh,North,Priya,Net Banking
ORD5467,2026-04-06,C0483,Nisha Patel,Monitor,Electronics,6.0,18000.0,14000,10,Jaipur,Rajasthan,North,Amit,Net Banking
ORD1074,2026-01-04,C0487,Aditya Mishra,Smartphone,Electronics,4.0,28000.0,22000,15,Kolkata,West Bengal,East,Ravi,Credit Card
ORD3421,2026-06-08,C0246,Rohan Tiwari,Notebook,Stationery,6.0,120.0,65,0,Bengaluru,Karnataka,South,Sneha,UPI
ORD4931,2026-08-08,C0941,Pooja Saxena,Monitor,Electronics,4.0,18000.0,14000,0,Lucknow,Uttar Pradesh,North,Amit,Cash
ORD2376,2026-02-15,C0897,Priya Singh,Smartphone,Electronics,2.0,28000.0,22000,5,Jaipur,Rajasthan,North,Karan,Credit Card
ORD4054,2026-03-16,C0563,Manish Saxena,Pen Set,Stationery,7.0,250.0,140,0,Bhubaneswar,Odisha,East,Amit,Cash
ORD4040,2026-03-25,C0672,Simran Tiwari,Office Chair,Furniture,3.0,12000.0,8500,10,Bhubaneswar,Odisha,East,Priya,Net Banking
ORD5602,2026-01-11,C0797,Meera Verma,Keyboard,Electronics,2.0,1800.0,1100,20,Delhi,Delhi,North,Karan,UPI
ORD5726,2026-01-19,C0111,Vikas Mishra,Pen Set,Stationery,7.0,250.0,140,5,Delhi,Delhi,North,Karan,Credit Card
ORD3276,2026-02-27,C0343,Karan Sharma,Headphones,Electronics,6.0,3500.0,2200,5,Pune,Maharashtra,West,Amit,Net Banking
ORD4440,2026-07-10,C0166,Kavita Chauhan,Printer,Electronics,1.0,"₹55,000",12500,5,Lucknow,Uttar Pradesh,North,Sneha,Debit Card
ORD2768,2026-04-26,C0690,Rohan Verma,Printer,Electronics,1.0,16000.0,12500,15,Delhi,Delhi,North,Sneha,Net Banking
ORD1495,2026-03-07,C0236,Simran Gupta,Notebook,Stationery,5.0,120.0,65,0,Chennai,Tamil Nadu,South,Sneha,Debit Card
ORD4177,2026-07-06,C0883,Sneha Sharma,Pen Set,Stationery,3.0,250.0,140,10,Hyderabad,Telangana, North ,Amit,Credit Card
ORD3221,2026-07-13,C0591,Vikas Verma,Office Chair,Furniture,5.0,,8500,0,Bhubaneswar,Odisha,East,Sneha,UPI
ORD2296,2026-01-09,C0380,Ravi Tiwari,Headphones,Electronics,1.0,3500.0,2200,0,Bengaluru,Karnataka,South,Priya,Cash
ORD2165,2026-06-25,C0942,Anjali Mehta,Desk,Furniture,6.0,9000.0,6200,20,Jaipur,Rajasthan,North,Priya,Debit Card
ORD3318,2026-01-22,C0379,Anjali Agarwal,Desk,Furniture,4.0,9000.0,6200,15,Hyderabad,Telangana,South,Sneha,Credit Card
ORD2774,2026-07-24,C0453,Manish Verma,Desk,Furniture,6.0,9000.0,6200,10,Mumbai,Maharashtra,West,Karan,Cash
ORD4660,2026-05-16,C0748,Varun Mehta,Laptop,Electronics,6.0,55000.0,45000,0,Kolkata,West Bengal,East,Neha,Debit Card
ORD5044,2026-06-07,C0738,Karan Verma,Office Chair,Furniture,7.0,12000.0,8500,15,Kolkata,West Bengal,East,Amit,UPI
ORD2745,2026-03-22,C0737,,Notebook,Stationery,6.0,120.0,65,20,Bhubaneswar,Odisha,East,Neha,UPI
ORD1619,2026-02-04,C0037,Anjali Chauhan,Laptop,Electronics,5.0,55000.0,45000,10,Gorakhpur,Uttar Pradesh,North,Priya,Debit Card
ORD2741,2026-02-20,C0389,Shreya Patel,Laptop,Electronics,2.0,55000.0,45000,15,Pune,Maharashtra,West,Neha,UPI
ORD2730,2026-06-30,C0610,Simran Yadav,Desk,Furniture,6.0,9000.0,6200,0,Chennai,Tamil Nadu,South,Karan,Debit Card
ORD4162,2026-07-22,C0503,Rohan Verma,Smartphone,Electronics,6.0,28000.0,22000,5,Pune,Maharashtra,West,Ravi,Net Banking
ORD5011,2026-07-26,C0378,Nisha Tiwari,Smartphone,Electronics,7.0,28000.0,22000,15,Delhi,Delhi,North,Ravi,Debit Card
ORD3941,2026-02-14,C0006,Shreya Agarwal,Printer,Electronics,5.0,16000.0,12500,0,Gorakhpur,Uttar Pradesh,North,Sneha,Net Banking
ORD4461,2026-03-18,C0227,Aditya Singh,Headphones,Electronics,1.0,3500.0,2200,15,Bhubaneswar,Odisha,East,Priya,Debit Card
ORD1870,2026-05-11,C0752,Manish Saxena,Office Chair,Furniture,6.0,12000.0,8500,10,Bhubaneswar,Odisha,East,Amit,Net Banking
ORD3759,2026-04-19,C0297,Anjali Mishra,Headphones,Electronics,1.0,3500.0,2200,20,Bhubaneswar,Odisha,East,Ravi,Net Banking
ORD2043,2026-03-07,C0166,,Office Chair,Furniture,7.0,12000.0,8500,20,Bhubaneswar,Odisha,East,Neha,Credit Card
ORD4258,2026-04-29,C0503,Rohan Verma,Notebook,Stationery,4.0,120.0,65,20,Pune,Maharashtra,West,Sneha,Net Banking
ORD1357,2026-02-14,C0812,Pooja Tiwari,Monitor,Electronics,3.0,18000.0,14000,5,Hyderabad,Telangana,South,Priya,UPI
ORD2163,2026-03-25,C0289,Meera Chauhan,Pen Set,Stationery,7.0,250.0,140,15,Gorakhpur,Uttar Pradesh,North,Karan,Credit Card
ORD3806,2026-08-08,C0479,Anjali Verma,Office Chair,Furniture,4.0,12000.0,8500,15,Lucknow,Uttar Pradesh,North,Karan,
ORD4691,2026-02-19,C0595,Amit Mishra,Notebook,Stationery,4.0,120.0,65,0,Mumbai,Maharashtra,West,Priya,Debit Card
ORD4708,2026-04-10,C0010,Shreya Yadav,Smartphone,Electronics,6.0,28000.0,22000,20,Pune,Maharashtra,West,Priya,Credit Card
ORD4497,2026-08-13,C0212,Karan Agarwal,Printer,Electronics,5.0,16000.0,12500,10,Ahmedabad,Gujarat,West,Amit,UPI
ORD2808,2026-01-15,C0483,Nisha Patel,Notebook,Stationery,3.0,120.0,65,20,Jaipur,Rajasthan,North,Priya,Cash
ORD4732,2026-05-06,C0318,Amit Tiwari,Notebook,Stationery,4.0,120.0,65,15,Ahmedabad,Gujarat,West,Karan,Credit Card
ORD4694,2026-07-16,C0987,Manish Mishra,Smartphone,Electronics,1.0,28000.0,22000,5,Hyderabad,Telangana,South,Karan,Net Banking
ORD4919,2026-06-08,C0332,Nisha Kumar,Laptop,Electronics,3.0,55000.0,45000,0,Lucknow,Uttar Pradesh,North,Karan,Cash
ORD3891,2026-07-30,C0230,Rohan Patel,Pen Set,Stationery,2.0,250.0,140,20,Lucknow,Uttar Pradesh,North,Neha,Credit Card
ORD1333,2026-04-03,C0922,Varun Patel,Printer,Electronics,4.0,16000.0,12500,10,Chennai,Tamil Nadu,South,Neha,Cash
ORD5395,2026-01-04,C0405,Sneha Mehta,Office Chair,Furniture,3.0,12000.0,8500,5,Chennai,Tamil Nadu,South,Sneha,UPI
ORD3777,2026-07-09,C0751,Karan Saxena,Desk, Electronics ,1.0,9000.0,6200,20,Pune,Maharashtra,West,Sneha,Net Banking
ORD3343,2026-06-20,C0341,Pooja Mehta,Printer,Electronics,7.0,16000.0,12500,5,Jaipur,Rajasthan,North,Karan,Debit Card
ORD4722,2026-05-21,C0487,Aditya Mishra,Monitor,Electronics,4.0,18000.0,14000,5,Gorakhpur,Uttar Pradesh,North,Karan,UPI
ORD4049,2026-07-14,C0758,Neha Kumar,Laptop,Electronics,4.0,55000.0,45000,10,Hyderabad,Telangana,South,Ravi,Credit Card
ORD2117,2026-06-17,C0870,Pooja Singh,Headphones,Electronics,1.0,3500.0,2200,0,Lucknow,Uttar Pradesh,north,Sneha,Credit Card
ORD5256,2026-08-20,C0486,Pooja Agarwal,Laptop,Electronics,7.0,55000.0,45000,0,Jaipur,Rajasthan,North,Neha,Credit Card
ORD4607,2026-04-19,C0444,Simran Yadav,Office Chair,Furniture,7.0,12000.0,8500,5,Hyderabad,Telangana,South,Ravi,UPI
ORD3555,2026-04-13,C0888,Arjun Saxena,Notebook,Stationery,2.0,120.0,65,15,Bengaluru,Karnataka,South,Ravi,UPI
ORD3654,2026-03-01,C0320,Neha Saxena,Keyboard,Electronics,6.0,1800.0,1100,0,Bhubaneswar,Odisha,East,Sneha,UPI
ORD4314,2026-03-20,C0413,Meera Joshi,Office Chair,Furniture,4.0,12000.0,8500,5,Pune,Maharashtra,West,Priya,Net Banking
ORD4404,2026-05-31,C0595,Amit Mishra,Smartphone,Electronics,3.0,28000.0,22000,0,Bhubaneswar,Odisha,NORTH,Priya,Debit Card
ORD1446,2026-05-11,C0225,Nisha Mishra,Keyboard,Electronics,7.0,1800.0,1100,20,Kolkata,West Bengal,East,Ravi,Credit Card
ORD3277,2026-06-25,C0043,Manish Mishra,Keyboard,Electronics,4.0,1800.0,1100,0,Ahmedabad,Gujarat,West,Neha,UPI
ORD1453,2026-06-30,C0715,Manish Patel,Smartphone,Electronics,7.0,28000.0,22000,10,Gorakhpur,Uttar Pradesh,North,Karan,Cash
ORD2594,2026-05-22,C0908,Karan Chauhan,Smartphone,Electronics,1.0,28000.0,22000,20,Gorakhpur,Uttar Pradesh,North,Priya,Debit Card
ORD5461,2026-03-08,C0002,Amit Saxena,Desk,Furniture,5.0,9000.0,6200,10,,Uttar Pradesh,North,Karan,UPI
ORD3998,2026-03-29,C0222,,Laptop ,Electronics,6.0,16000.0,12500,5,Delhi,Delhi,North,Amit,Net Banking
ORD1015,2026-04-13,C0932,Varun Agarwal,Pen Set,Stationery,2.0,250.0,140,15,Jaipur,Rajasthan,North,Amit,Credit Card
ORD3664,2026-02-09,C0848,Neha Tiwari,Desk,Furniture,3.0,9000.0,6200,0,Hyderabad,Telangana,South,Priya,Debit Card
ORD1946,2026-05-27,C0057,Manish Mishra,Smartphone,Electronics,6.0,28000.0,22000,5,Bhubaneswar,Odisha,East,Neha,Debit Card
ORD1248,2026-03-28,C0409,Kavita Agarwal,Keyboard,Electronics,5.0,1800.0,1100,5,Bhubaneswar,Odisha,East,Karan,Net Banking
ORD4266,2026-03-31,C0099,Nisha Saxena,Notebook,Stationery,4.0,120.0,65,15,Hyderabad,Telangana,South,Ravi,UPI
ORD1361,2026-06-21,C0471,Nisha Chauhan,Office Chair,Furniture,1.0,12000.0,8500,5,Chennai,Tamil Nadu,South,Sneha,Debit Card
ORD5684,2026-01-07,C0852,Varun Gupta,Headphones,Electronics,7.0,3500.0,2200,0,Mumbai,Maharashtra,West,Neha,Debit Card
ORD5177,2026-02-06,C0087,Pooja Saxena,Desk,Furniture,5.0,9000.0,6200,20,Delhi,Delhi,North,Ravi,Debit Card
ORD4726,2026-04-10,C0411,Ravi Patel,Office Chair,Furniture,6.0,12000.0,8500,15,Hyderabad,Telangana,South,Neha,Credit Card
ORD5634,2026-07-22,C0812,Pooja Tiwari,Monitor,Electronics,4.0,18000.0,14000,15,Kolkata,West Bengal,East,Karan,Cash
ORD5211,2026-05-13,C0293,Arjun Chauhan,Headphones,Electronics,2.0,3500.0,2200,20,Lucknow,Uttar Pradesh,North,Priya,Cash
ORD5073,2026-06-03,C0943,Neha Sharma,Keyboard,Electronics,2.0,1800.0,1100,20,Gorakhpur,Uttar Pradesh,North,Sneha,Net Banking
ORD3623,2026-03-17,C0332,Nisha Kumar,Monitor,Electronics,3.0,18000.0,14000,20,Chennai,Tamil Nadu,South,Amit,Credit Card
ORD4543,2026-08-03,C0818,Manish Yadav,Pen Set,Stationery,7.0,250.0,140,20,Bengaluru,Karnataka,South,Karan,Net Banking
ORD2596,2026-04-13,C0956,Amit Yadav,Headphones,Electronics,7.0,3500.0,2200,10,Bhubaneswar,Odisha,East,Priya,Credit Card
ORD5915,2026-04-03,C0682,Arjun Agarwal,Desk,Furniture,7.0,9000.0,6200,0,Lucknow,Uttar Pradesh,North,Karan,UPI
ORD3895,2026-07-24,C0025,Ravi Saxena,Keyboard,Electronics,5.0,1800.0,1100,5,Kolkata,West Bengal,East,Karan,UPI
ORD1491,2026-06-24,C0881,Priya Chauhan,Notebook,Stationery,5.0,120.0,65,20,Pune,Maharashtra,West,Sneha,Cash
ORD1863,2026-01-27,C0447,Shreya Chauhan,Smartphone,Electronics,5.0,28000.0,22000,20,Ahmedabad,Gujarat,West,Amit,Net Banking
ORD3233,2026-07-07,C0909,Ravi Mehta,Headphones,Electronics,1.0,3500.0,2200,15,Mumbai,Maharashtra,West,Sneha,Credit Card
ORD3305,2026-04-11,C0185,Anjali Verma,Office Chair,Furniture,6.0,12000.0,8500,10,Bengaluru,Karnataka,South,Neha,UPI
ORD3459,2026-07-23,C0148,Pooja Singh,Monitor,Electronics,1.0,18000.0,14000,15,Bengaluru,Karnataka,South,Priya,Debit Card
ORD3482,2026-06-21,C0150,Meera Yadav,Laptop,Electronics,5.0,55000.0,45000,15,Hyderabad,Telangana,South,Ravi,Net Banking
ORD2663,2026-01-01,C0839,Shreya Mehta,Keyboard,Electronics,4.0,1800.0,1100,0,Ahmedabad,Gujarat,West,Karan,UPI
ORD1507,2026-06-01,C0407,Ravi Joshi,Laptop ,electronics,6.0,3500.0,2200,5,Bhubaneswar,Odisha,East,Amit,UPI
ORD5065,2026-01-09,C0902,Nisha Tiwari,Notebook,Stationery,1.0,120.0,65,20,Gorakhpur,Uttar Pradesh,North,Ravi,Debit Card
ORD4127,2026-05-22,C0193,Amit Singh,Laptop,Electronics,2.0,55000.0,45000,5,Ahmedabad,Gujarat,West,Neha,Debit Card
ORD5106,2026-07-06,C0409,Kavita Agarwal,Headphones,Electronics,7.0,3500.0,2200,15,Lucknow,Uttar Pradesh,North,Ravi,Credit Card
ORD2223,2026-02-05,C0947,Karan Joshi,Monitor,Electronics,3.0,18000.0,14000,20,Gorakhpur,Uttar Pradesh,North,Amit,UPI
ORD2114,2026-03-15,C0106,Simran Verma,Printer,Electronics,4.0,16000.0,12500,10,Bengaluru,Karnataka,South,Karan,Debit Card
ORD3146,2026-01-13,C0791,Amit Chauhan,Pen Set,Stationery,3.0,250.0,140,10,Ahmedabad,Gujarat,West,Priya,Cash
ORD4474,2026-01-13,C0344,Rohan Gupta,Laptop,Electronics,1.0,55000.0,45000,0,Mumbai,Maharashtra,West,Ravi,Cash
ORD4013,2026-01-03,C0048,Simran Sharma,Notebook,Stationery,1.0,120.0,65,5,Hyderabad,Telangana,South,Amit,Cash
ORD5700,2026-05-31,C0935,Arjun Verma,Notebook,Stationery,5.0,120.0,65,10,Delhi,Delhi,North,Sneha,Credit Card
ORD1434,2026-02-27,C0957,Arjun Chauhan,Pen Set,Stationery,1.0,250.0,140,0,Delhi,Delhi,North,Amit,Credit Card
ORD3096,2026-06-03,C0867,Anjali Agarwal,Pen Set,Stationery,7.0,250.0,140,10,Gorakhpur,Uttar Pradesh,North,Neha,Debit Card
ORD4419,2026-02-14,C0623,Manish Saxena,Notebook,Stationery,7.0,120.0,65,20,Delhi,Delhi,North,Amit,Debit Card
ORD3878,2026-02-21,C0243,Arjun Mishra,Keyboard,Electronics,7.0,1800.0,1100,0,Ahmedabad,Gujarat,West,Priya,UPI
ORD3122,2026-01-21,C0894,Shreya Tiwari,Desk,Furniture,2.0,9000.0,6200,5,Kolkata,West Bengal,East,Priya,Cash
ORD4968,2026-01-02,C0159,Varun Yadav,Keyboard,Electronics,2.0,1800.0,1100,15,Pune,Maharashtra,West,Priya,Credit Card
ORD4210,2026-07-31,C0722,Arjun Verma,Desk,Furniture,3.0,9000.0,6200,20,Delhi,Delhi,North,Ravi,UPI
ORD4725,2026-07-02,C0476,Arjun Gupta,Desk,Furniture,5.0,9000.0,6200,0,Gorakhpur,Uttar Pradesh,North,Sneha,Debit Card
ORD4850,2026-07-11,C0535,Varun Kumar,Keyboard,Electronics,7.0,1800.0,1100,0,Hyderabad,Telangana,South,Priya,Cash
